0.03257962,-0.03085884,0.02363029,0.9987131
-0.03010244,-0.007682448,0.04071191,0.9986877
-0.01980417,-0.01186842,0.03784629,0.9990168
-0.01060676,-0.01547153,0.03533378,0.9991995
-0.005270862,-0.01751088,0.03387928,0.9992586
-0.00917098,-0.01602538,0.03493912,0.9992189
-0.03027323,-0.007632284,0.040718,0.9986829
-0.05651053,0.003573846,0.04794164,0.9972439
-0.06488082,0.007327753,0.05026864,0.9965992
-0.05570354,0.003219108,0.04772209,0.997301
-0.03312033,-0.006456832,0.04149952,0.9985684
-0.01052167,-0.01550346,0.03531288,0.9992007
0.01707674,-0.02563327,0.0278132,0.9991386
0.02153725,-0.02717165,0.02660721,0.9990444
-0.002608519,-0.01851775,0.03314602,0.9992756
-0.03412382,-0.006042927,0.04177015,0.998526
-0.05311448,0.002081204,0.04701019,0.9974791
-0.05110585,0.001200893,0.04645405,0.9976115
-0.04110887,-0.003104353,0.04369643,0.9981939
-0.04007332,-0.003541552,0.04341438,0.9982469
-0.05616153,0.003424351,0.04785299,0.9972684
-0.06228773,0.006158021,0.04954991,0.9968085
-0.07202064,0.01058765,0.05225042,0.9959773
-0.06152787,0.005810691,0.0493303,0.9968686
-0.05940927,0.004868115,0.04875205,0.9970306
-0.01986536,-0.01183789,0.03787382,0.9990149
-0.001849492,-0.01879778,0.03294924,0.9992785
0.0001539973,-0.01954382,0.03240588,0.9992837
-0.0174973,-0.01278204,0.03721638,0.9990723
-0.03819755,-0.004333839,0.04289797,0.9983396
-0.05202637,0.00160294,0.0467076,0.9975515
-0.06085617,0.005515485,0.04915313,0.9969203
-0.06029894,0.005265758,0.04899842,0.9969631
-0.04691776,-0.0006208527,0.04529213,0.9978712
-0.01779185,-0.01266331,0.03730221,0.9990654
0.01931972,-0.02641707,0.02718902,0.9990944
0.02539932,-0.028481,0.02556507,0.9989445
0.01403704,-0.02456825,0.02863733,0.9991894
0.006757653,-0.0219665,0.03061167,0.999267
-0.01610127,-0.01333484,0.03682861,0.999103
-0.03559954,-0.005424906,0.04218073,0.9984608
-0.05161935,0.001427661,0.04659968,0.997578
-0.05143809,0.001346951,0.04654724,0.9975899
-0.04598548,-0.001019154,0.04504081,0.9979256
-0.04334373,-0.002151981,0.04431301,0.9980747
-0.0425533,-0.002490907,0.04409261,0.9981176
-0.05264293,0.001874906,0.04688105,0.9975106
-0.05606465,0.003381589,0.04782626,0.9972753
-0.05152173,0.001383301,0.04656999,0.9975844
-0.04900299,0.0002860324,0.04587436,0.9977445
-0.05248097,0.001803439,0.04683544,0.9975214
-0.0611723,0.005656119,0.04923906,0.9968959
-0.06209887,0.006072996,0.04949721,0.9968234
-0.06366393,0.006778062,0.04993146,0.9966984
-0.04938449,0.000453987,0.0459841,0.9977206
-0.01669158,-0.01310521,0.036986,0.9990904
0.01327978,-0.02430172,0.02884077,0.9992002
0.01423161,-0.02463759,0.02858254,0.9991865
0.003924522,-0.02093656,0.03137621,0.9992806
-0.001308658,-0.01900054,0.03280088,0.9992805
-0.00134025,-0.01898889,0.03280918,0.9992804
-0.01195906,-0.01494837,0.03570354,0.9991791
-0.01855209,-0.01236235,0.03750961,0.9990475
-0.03589889,-0.005297118,0.04226662,0.9984471
-0.07092505,0.01008417,0.05194663,0.9960771
-0.09726053,0.02255611,0.05929461,0.9932351
-0.1074615,0.02757044,0.06214749,0.9918818
-0.1095884,0.02862844,0.06274346,0.9915816
-0.1061318,0.02691014,0.06177387,0.9920665
-0.09284636,0.02041401,0.0580572,0.9937767
-0.09390243,0.02092208,0.05834953,0.9936498
-0.09910902,0.02345413,0.05980686,0.9930007
-0.09711002,0.02247912,0.05924746,0.9932542
-0.1190347,0.033363,0.0653777,0.9901735
-0.1601297,0.05487823,0.07698577,0.982558
-0.1843428,0.06806213,0.08384586,0.9769111
-0.1930968,0.07289536,0.0863268,0.9746525
