0.03257962,-0.03085882,0.0236303,0.9987131
0.2226745,-0.06468275,-0.02603176,0.9723963
0.06410912,-0.04039484,0.01512919,0.9970103
-0.09709213,0.02255855,0.05927902,0.9932524
-0.2720629,0.1170812,0.1086384,0.9489317
-0.412819,0.187275,0.1468547,0.8791714
-0.5128386,0.2172481,0.1712239,0.8127006
-0.5777059,0.2230318,0.1855775,0.7629375
-0.6219904,0.2194155,0.194688,0.7260036
-0.6248887,0.2189488,0.1952702,0.7234949
-0.5795903,0.2229651,0.1859437,0.7614373
-0.5177519,0.2182342,0.1724393,0.8090559
-0.4044888,0.1837284,0.1446118,0.8841494
-0.2261909,0.09155273,0.09579062,0.9650285
-0.08040577,0.01451341,0.05460942,0.9951594
0.07567033,-0.0435685,0.01200636,0.9961082
0.2024107,-0.06390883,-0.02102718,0.9769869
0.2855927,-0.06236371,-0.04249618,0.9553752
0.3477992,-0.05293204,-0.05846454,0.9342462
0.3482895,-0.05279887,-0.05864242,0.9340599
0.3436622,-0.05376656,-0.05744186,0.9357916
0.2651902,-0.06392026,-0.03718553,0.961356
0.1713811,-0.0613487,-0.01291031,0.9832081
0.01610008,-0.02533055,0.02789518,0.9991602
-0.1198949,0.0338156,0.06563777,0.9900371
-0.2200775,0.08782409,0.0938812,0.9669742
-0.3362007,0.1515867,0.1264218,0.9208735
-0.4182457,0.1893441,0.1481601,0.8759384
-0.4794075,0.2097515,0.163347,0.8363554
-0.5330034,0.2203524,0.1758128,0.7977732
-0.5495973,0.222058,0.1795143,0.7851164
-0.5060081,0.2159172,0.1696139,0.8176592
-0.4690297,0.206865,0.1608399,0.8434148
-0.4094101,0.1857295,0.1458578,0.8812567
-0.3138815,0.1399051,0.1202939,0.9313616
-0.1932102,0.07291664,0.08634397,0.9746269
-0.06012848,0.005189465,0.04895127,0.9969762
0.04727946,-0.03547941,0.01969697,0.9980571
0.1331788,-0.05602327,-0.003023821,0.9895027
0.202232,-0.06389296,-0.02100509,0.9770254
0.2381622,-0.06477021,-0.03024356,0.9685912
0.2278423,-0.06475125,-0.02758849,0.9711509
0.2060326,-0.06409746,-0.02196258,0.9761966
0.1805086,-0.06228644,-0.01536735,0.9814789
0.1690805,-0.06111752,-0.01239836,0.9836273
0.09110122,-0.04740122,0.008006237,0.9946806
-0.019332,-0.01208371,0.03764297,0.9990311
-0.1391465,0.04380757,0.07110303,0.9867439
-0.268434,0.1150617,0.1076199,0.9503273
-0.3723471,0.1695271,0.1362561,0.9022486
-0.4118441,0.1867907,0.1465263,0.8797862
-0.4430092,0.1985468,0.1544199,0.8605095
-0.4355129,0.1958964,0.1525458,0.8652645
-0.4338541,0.1952852,0.1521232,0.8663099
-0.4323294,0.1947978,0.151787,0.8672403
-0.383006,0.1742553,0.1389529,0.8964561
-0.2893127,0.1266114,0.1134641,0.9420156
-0.1666373,0.05806395,0.07854438,0.9811684
0.08571944,-0.04611499,0.008743729,0.9952131
0.3097596,-0.05948143,-0.04877813,0.9476981
0.364538,-0.04906196,-0.06287055,0.9277674
0.3996081,-0.03917526,-0.07204814,0.9130103
0.3839163,-0.04398077,-0.06781609,0.9198233
0.2771329,-0.06302515,-0.04044475,0.9579089
0.1674212,-0.06092947,-0.01196752,0.9839281
0.06067706,-0.03944274,0.01614201,0.9972472
-0.008883046,-0.0160941,0.03493705,0.9992204
-0.09555143,0.02169396,0.05876265,0.9934516
-0.1860933,0.06902595,0.08434167,0.9764687
-0.24799,0.1036732,0.1019068,0.9577933
-0.2746374,0.118513,0.1093608,0.947929
-0.318167,0.1421474,0.1214401,0.9294171
-0.3317461,0.149293,0.1251933,0.9230291
-0.3524426,0.1597761,0.1308165,0.9127666
-0.3224377,0.144437,0.1226408,0.9274326
-0.2954185,0.1299719,0.1151815,0.9394512
-0.2493497,0.1043857,0.1022483,0.9573262
-0.1921951,0.07240025,0.08607558,0.9748899
-0.116516,0.03204384,0.06461852,0.9905664
-0.03517931,-0.005638726,0.04199409,0.9984823
